,Date,User,Tweet
490,2023-01-24 00:59:35+00:00,eltoromike_,"Out of the 50 hours I spent in dubai

I maybe slept 4 hours

I now see why everyone’s sleep schedule is fucked over there

Endless energy ⚡️"
491,2023-01-24 00:56:00+00:00,L3g3nd13John,@NOLA4LYFE3 @douglasgrnwd The Beyoncé criticisms would be valid if they ever kept that energy for people other than Beyoncé. Beyoncé not the first or last to perform or go to Dubai yet we have to deal with think pieces when she does it 🫠
492,2023-01-24 00:52:31+00:00,sayonaarara,You people need to have crazy expectations of these celebrities if you don't have the energy for ALL celebrities. It's not just beyoncé who's performed in dubai or places where the gays have no rights
493,2023-01-23 23:00:56+00:00,LastKidStanding,"It's funny watching the white gays try to go Stonewall on Beyonce for performing in homophobic Dubai... where was any of this energy for the ""gay icon"" (that many of them stan for) Lady Gaga when she performed in that homophobic country (for far less money)? https://t.co/R30PNCAlg4"
494,2023-01-23 22:50:14+00:00,Ronald_vanLoon,"This building encircles Burj Khalifa in Dubai to provide a unique skyline
by @gigadgets_

#AI #ArtificialIntelligence #Innovation #Engineering #Tech #Technology 

cc: @ronald_vanloon @bigdata @ravikikan https://t.co/JU2YsnwvEN"
495,2023-01-23 22:41:37+00:00,JlrvSAAM,"This year I want to go to the COP28 in Dubai. 

Collecting and save money. 

#COP28UAE #ClimateCrisis"
496,2023-01-23 22:22:42+00:00,thatoneh0le,Please keep the same energy for when Gaga also performed in Dubai otherwise stay out of POC business yt woman
497,2023-01-23 20:52:38+00:00,jcfishing2020,@GOPMajorityWhip Let’s hope innovation stays in the US before SEC drives crypto entrepreneurs to other countries like Dubai and countries that welcome this tech now.
498,2023-01-23 20:00:25+00:00,Michael_LeeChin,"In addition to the #PrestelPartnerForum in Riyadh, I will also be presenting in #Dubai. Join me on Jan 31st and let's explore how nuclear energy &amp; medicine are revolutionizing our future. #NuclearEnergy #NuclearMedicine https://t.co/YBfja45wkn https://t.co/kS9byZulNW"
499,2023-01-23 19:54:37+00:00,sagitariusslut,"gay men are going out of their way and using up all their energy to smear Beyoncé for performing in Dubai. Meanwhile, they probably live in a state that is in the process of banning drag shows, hormone therapy, and abortions. Get fucking real."
500,2023-01-23 19:36:21+00:00,Hirahas73165204,"@HamidMirPAK No, it's a performance 👏.  Imported corrupt Pakistani Sicilian mafia and hanďlers govt saving energy bills but shutting down. But awam will still get bills, Sicilian mafia will laundrer this saving to avenfields,Dubai investment"
501,2023-01-23 18:44:49+00:00,WithAG888,@douglasgrnwd White gays like you have nothing to do with Renaissance. Enjoy the music is you want to but your tribe is not centered on that record doll. Where is the energy for Gaga who entrenched herself in your community and performed in Dubai?
502,2023-01-23 18:10:02+00:00,moppy_danny,"This is Dubai.

Great transformation at it's peak. Focus on your growth and everything will be in place. https://t.co/TOh0s9eNlN"
503,2023-01-23 17:54:41+00:00,BeyAliveAmor,"@Mood4Eva98 Her energy is giving nasty and bitter, and is blocking future business. Because other than her last large-scale performance being in 2018, Bey’s most recent performances (Oscar’s and Dubai) have been alongside folks from the communities she performed in."
504,2023-01-23 17:26:50+00:00,Darkberry87,@AshScrivens Give a shit bout what ???  Gays are so self entitled !!! Hv the same energy for Kylie when she performed at Dubai
505,2023-01-23 15:49:03+00:00,meenergydubai,"🗓 Register your free ticket now: https://t.co/xfhynviGFH

#MEE2023 #MiddleEastEnergy #Dubai #UAE #DWTC #MiddleEast #GCC #energy #utilities #sustainability #green #renewableenergy #sustainable #electrical #electricWay"
506,2023-01-23 14:42:10+00:00,HollandCT_PT,"Today people start to arrive in Dubai for the Emaar Innovation Challenge. Amazing to start with a tour to the 148th floor at the Burj Khalifa. Tonight we have the welcome drinks to get to know the group better.

This couple of days we have 14 companies fr…https://t.co/ZO4IIdBIsV"
507,2023-01-23 14:21:49+00:00,FidaKhanPKCA,"@HamidMirPAK No, it's a performance 👏.  Imported corrupt Pakistani Sicilian mafia and hanďlers govt saving energy bills but shutting down. But awam will still get bills, Sicilian mafia will laundrer this saving to avenfields,Dubai investment https://t.co/oxVqqa9CWt"
508,2023-01-23 14:15:43+00:00,Equiti_en,"Our Head of Strategy, @gaurangd12, will be sharing his thoughts and insights on #Fintech and #Financial_services at the GMEX - AFM Dubai Workshop - Digital Transformation of Markets  

📅 26 January at 10:05 UAE Time 
📍 Dubai, UAE 

#Equiti #GMEX #AFM #Digitaltransformation https://t.co/C8Q2F6gyna"
509,2023-01-23 14:07:12+00:00,D2A2_official,"Our Chairman @gaurangd12 will be sharing his thoughts and insights on #Fintech and #Financial_services at the GMEX - AFM Dubai Workshop - Digital Transformation of Markets.

📅 26 January at 10:05 UAE Time 
📍 Dubai, UAE 

 #D2A2 #GMEX #AFM #Digitaltransformation https://t.co/STHks84LTj"
510,2023-01-23 14:03:28+00:00,tabbarallc,"The PRC-4090 Barrett range of tactical transceivers is the centerpiece of the communications equipment. 

#TabbaraElectronics #Barrett #military #defense #abudhabi #dubai #middleeast #emea #mena #digitaltransformation #innovation
#ملتزمون_ياوطن
#نتصدر_المشهد https://t.co/zt5ZwyjvbY"
511,2023-01-23 13:49:14+00:00,DXBMediaOffice,"Under the directives of @HamdanMohammed, 
Fourth edition of @GovGames to introduce new category titled ‘Battle of the Cities’. New category will bring together teams from cities around the world for a high-energy team-building contest from from 2-5 March 2023. https://t.co/IVxBHc5ZRx"
512,2023-01-23 13:11:30+00:00,Finance4Change,"The first in our #PathToCOP28 – Sustainable Finance Summit Series takes place on Feb 28, 9:00am-11:15am GST in Dubai, @DIFC, Atrium (https://t.co/6ubltSElpr).

Register at (https://t.co/zH1CnPfTZl) to explore what #COP28 means for finance. https://t.co/3OifwyKDpz"
513,2023-01-23 13:07:57+00:00,AffinitasDMCC,"Here are today's top 3 economic topics in the UAE: 
1. Abu Dhabi’s plan to diversify its economy away from oil revenues 
2. Dubai’s growth in the logistics industry 
3. The UAE’s efforts to become a hub for renewable energy investments #Economy #UAE #AUH #Dubai #RenewableEnergy"
514,2023-01-23 12:56:35+00:00,dannewtonimage,@DXBMediaOffice @emirates Did they mention the fuel saving or emissions savings switching to this system? Making air travel greener is a very positive step and this is one of the many initiatives to help that.
515,2023-01-23 12:40:11+00:00,DIPMF,"Participants also explored the practical approaches that help them extensively gain the experience and skills needed to successfully achieve agile transformation in their organizations.

#Dubai #Event #DIPMF #ProjectManagement #FosteringWellbeing #DIPMF2023"
516,2023-01-23 11:21:44+00:00,LATrash,where's all this energy when your friends fly to Dubai 👀
517,2023-01-23 11:13:04+00:00,NewDorpMusic,"Dubai-Based Talent Eirini Unveils Infectious Debut Solo Single “Shy”

Following a number of collaborations with the likes of DJ duo Cayo, Energy Deejays, Raphy J and many more, charismatic singer and songwriter Eirini has just made the… https://t.co/RFx1s7IG14"
518,2023-01-23 11:09:24+00:00,Corpinuae,"Dubai Silicon Oasis Freezone, IT and Technology Free Zone in Dubai formed in 2003, is a center of electronic research, innovation, and development.
Read more
https://t.co/qBeWRZX4fi
#freezoneguide  #oasis  #oasisfreezone  #corpinconsultant #companyformation #businessconsultancy https://t.co/oFmsA3oDAS"
519,2023-01-23 09:54:35+00:00,BlessXaba,"I'm a stan but ngl, The Queen's Dubai moment is giving corporate gig energy..."
520,2023-01-23 09:47:38+00:00,iamsunny2023,"@jrnaib2 Use ur energy to protect ur dubai landlord. 
Obidient has move beyond religion and tribe
.  Learn something new today. 
Goodluck"
521,2023-01-23 09:37:06+00:00,SolarQuarter,Solis Continues To Endorse Its Commitment To Energy Transformation In Dubai https://t.co/Aj9rgZDHH1
522,2023-01-23 09:19:59+00:00,EventsMwan,"#menadigitalhealthinnovationforum updates 

New partner has joined MENA Digital Health Innovation Forum that will be held on the 29th January in Dubai! 
Replica Analytics is the premier science-based Synthetic Data Generation technology provider to the he…https://t.co/jty2eylet2"
523,2023-01-23 09:19:21+00:00,BreakingATMs,"Gained a lot of insight in Dubai

Business and also gained a lot of respect for Islam

Exciting chapter of life is coming 

I feel the energy"
524,2023-01-23 08:40:12+00:00,arcensus,"We are excited to announce that our CEO and Founder will present ""Transforming Global Healthcare in the Age of Genomics"" at Arab Health in Dubai on Monday January 30. Let's discuss the new perspective in transformation process of healthcare industry.
#arcensus#arabhealth#genomics https://t.co/PZ7B4jVIMe"
525,2023-01-23 08:27:58+00:00,DIPMF,"During the masterclass, entitled ""AI and Big Data in Project Management,"" participants will gain various skills and experiences in achieving institutional transformation, as well as an understanding of opportunities and risks regarding big data and AI trends.
#Dubai #Event #DIPMF"
526,2023-01-23 08:06:22+00:00,DrAthmarAliM1,"UCG is organizing the #12NHPSUCG, which will be held July 25-27, 2023 in Dubai. Join the conference as a delegate/listener organized by us and get a chance to know about your research and innovation from he world wide speakers
Register here:https://t.co/BxJgzc3yii

#PharmaExpo https://t.co/lTdr9nmcdF"
527,2023-01-23 07:43:12+00:00,KenMcWealth,"@RayoKasali @melvin_nayeja @HipHopMin5 @TheREACHNG What does him having to pay for a spoilt camera have to do with ""dropkick"" tho? + he didn't kick but pushed the guy back down with his leg. 
Where was this energy when Davido stabbed someone in dubai? https://t.co/7C00127VMG"
528,2023-01-23 07:22:34+00:00,Maria_Paaul,"Grab the opportunity! exchange your business ideas at the ""2nd World women's Innovation &amp; Entrepreneurship Congress"" which is going to be held in Dubai, UAE. https://t.co/7SCzMdkvVK"
529,2023-01-23 07:20:43+00:00,AshokSom,What a way to end the Dubai module on &lt;Global Strategy &amp; Value Innovation&gt; with a private Desert sunset tour. Thanks @fatimalqassimi and her friends Mansour for an unforgettable experience. https://t.co/8EwNYbLHxD
530,2023-01-23 07:08:00+00:00,freeenergytechs,"Free Source of Energy Technology
https://t.co/uzB53xeTVv

#freesourceofenergy #freeenergy #energy #tech #siemens #mitsubishi #rwe #europeanenergycrisis #europe #NoMoreEnergyCrisis #usa #ca #uae #dubai #news #america #eu #ge #microsoft #facebook #tesla #twitter #japan #rollsroyce https://t.co/88yO8BwSZv"
531,2023-01-23 07:06:42+00:00,phinp,"@JurisSleiers Yet some in the West will forget very quickly and chase for Russian money and energy, probably in Latvia for their buses and ports, because why should genocidal tendancies get in the way of another holiday home in Dubai..."
532,2023-01-23 06:47:53+00:00,DFMalerts,"“It is an exciting time to be in the MENA region. With the pace of innovation, the opportunities are endless, especially in the capital markets, which really increases the density of IPOs”, says DFM Chairman.

@SummitIpo 

#IPOSummitDXB #IPO #Investors #CapitalMarkets #Dubai https://t.co/R3vSjBQhq8"
533,2023-01-23 06:40:44+00:00,MEConstructionN,"The inaugural ME Digital Construction Awards will celebrate the most pioneering projects, teams, and individuals supporting innovation and technology in the construction industry

Nominate now!

https://t.co/iFoK28vcgD

🗓️ 15th March 2023
📍Dubai

#MEDigitalConstructionAwards https://t.co/PwdKG1uTTs"
534,2023-01-23 06:40:25+00:00,MandelaMinutes,Dubai's transformation has been fantastic 👏 https://t.co/TGjl7wdsXk
535,2023-01-23 06:36:43+00:00,BusinessDubai,"Dubai continues to facilitate innovation across different sectors with initiatives that cater to regional and global entrepreneurs. 

Learn more about growing your business in Dubai: https://t.co/LAh7CSJtZH

#BusinessDubai #OpenYourEyes #DubaiBeyondPossible https://t.co/WHgz5K091n"
536,2023-01-23 06:23:51+00:00,itschynagodiva,Beyoncé somewhere charging her crystals after summoning all that energy in Dubai
537,2023-01-23 06:09:14+00:00,t4travelme,"https://t.co/tXsXBPlfpu
The First Group Hotels to introduce eco-friendly supplies eliminating more than 400,000 plastic waste containers.
#work #Dubai #energy #hotel #brand #environmental #wastemanagement #water #recycling #hotels #Hospitality #packaging #ecofriendly #Containers"
538,2023-01-23 05:50:20+00:00,saibellanyc,"@JillKrajewski Yeah, I’m side-eyeing this, as I’m gonna need this same energy for your friend Gaga collecting checks in Dubai as well."
539,2023-01-23 05:13:07+00:00,dejavu_tweets,"- @DubaiCares will head an international preparatory process up to the summit in close conjunction with the incoming @COP28_UAE  Presidency.

View below to uncover what this spectacular experience awaits👇🏼

#RealEstate #investing #dubai #uaen#COP28 #global #International"
540,2023-01-23 05:04:12+00:00,teatattler,"While this may be well made, why does Dubai always think that tourists come for the fancy, manmade stuff? I, for one, visit places whose raw self/energy I like.. And I don't see it promoted at all here. What's Dubai like really?"
541,2023-01-23 04:45:48+00:00,barbaramounier,"It's an early Monday morning in the middle of winter and I'm on my way to Dubai. An exciting week lies ahead: pitching for Hydraloop in the Emaar Innovation Challenge, and working closely with our Middle East team on their projects in the region. 

For ov…https://t.co/qaZmVnYy9E"
542,2023-01-23 04:40:46+00:00,DubaiCares,"In close coordination with the incoming @COP28_UAE Presidency, Dubai Cares will lead a global preparatory process from now until the summit to mobilize public and private actors around new policy, financing, and technology outcomes https://t.co/eSAfk5hF2P"
543,2023-01-23 03:26:24+00:00,kilopapa1938,"We - as UNGA SDG awarded #Climate #Pioneers #Africa (CANOPS) requested to organise #COP28 in Dubai - as the first UN Event in History - as #Co2 compensated - for all stakeholders, to prove leadership ! https://t.co/rzCWqVmZoE"
544,2023-01-23 01:15:18+00:00,IknwKaren,@douglasgrnwd Buuut did you have that same energy for Lady Gaga when she performed in Dubai. Hmm...wonder why.🤔
545,2023-01-23 00:11:28+00:00,HopSunnyBunny,"Please let 2023 be the year you go online and buy books on how to harness pleasure! Take courses, attend seminars. Stop going to freakin Dubai for girls’ trips. Go to seminars that people like @KimAnami hosts and learn to harness your sexual energy!"
546,2023-01-22 23:46:45+00:00,flowerBandit97,"@BreakyaNeckk She’s not performing for the government that made the law, she’s performing for an audience that also includes LGBT people! Please BFfr😂 and EVERY DAMN ARTISTE has performed in Dubai, keep this energy for them"
547,2023-01-22 23:37:41+00:00,jboogie5986,The same way I struggle to understand why y’all didn’t care when Madonna and Rihanna and gay icon himself Elton John all performed in Dubai? Where was this energy?
548,2023-01-22 22:58:51+00:00,theeboyonce,The hotel wants people to die? &amp; did you have this energy for other queer loving pop stars who did concerts in Dubai? Who also have music dedicated to queer people?
549,2023-01-22 22:56:50+00:00,YoooJordannnn,"MONEY TALKS AND BULLSHIT WALKS! Douglas, where was this energy for Gaga? Also, there are many queer people in Dubai. Alot of them and apparently they loves it over there."
550,2023-01-22 22:47:07+00:00,BaWis0,The audience in Dubai for Beyonce's concert were not HALF AS EXCITED AS I AM RN!!!!! Because how and why was that energy low? Awe poseko amano
551,2023-01-22 22:15:32+00:00,aarongatesss,i sincerely hope everyone slagging Beyoncé off for going Dubai keeps this same energy when she announces the tour and boycotts her bcos i refuse to take part in another ordeal like Madonna’s I NEED that front row ticket https://t.co/YN0NdElAyJ
552,2023-01-22 21:03:59+00:00,mikuka,"hypocrisy party at #Dubai . the country who forbids same sex anything, invites half of @holliwood #queer. 
""...when they came for me, there was no one left to help"". next party: #energy crisis gala."
553,2023-01-22 20:47:02+00:00,MikeyTBH,@douglasgrnwd Did you have this same energy as a Gaga stan when your fave played a show in Dubai? https://t.co/IOIYXffm1I
554,2023-01-22 20:30:46+00:00,555natalie555,"Rebel Wilson has always had ""fuck you I got mine"" energy, but the fact that she's promoting a hotel in Dubai as a gay woman is so...mind-numbing? https://t.co/pmznK1LE1P"
555,2023-01-22 20:24:46+00:00,beanyonce_,"I’m really struggling to understand why we’ve got that much energy to try to cancel her specifically when countless celebrities have performed in Dubai, including queer ones. Like I’m not saying I’m pleased she did but I just find all these takes odd"
556,2023-01-22 20:10:42+00:00,roberttantullo,"ONPASSIVE brings you innovation powered by AI with sustainable smart solutions that will transform the digital landscape. Live #TheFutureOfInternet with ONPASSIVE.

#ONPASSIVE #burjkhalifa #dubai #UAE #Future #FOI #SheikhZayedRoad #MetroStation #ONPASSIVE…https://t.co/eWY7d8Awkn"
557,2023-01-22 19:36:59+00:00,yenasoiaf,your gays mother was in Dubai before three weeks ? where was this energy ??? https://t.co/AnaGVHJFld
558,2023-01-22 19:21:47+00:00,dizzymitchell,So why is everyone not giving Kylie the same energy like they are about  Beyonce perfoming in Dubai may I ask? https://t.co/hM8gEqLqvy
559,2023-01-22 18:57:41+00:00,varmar0306,@LEM0NFORD @douglasgrnwd I noticed they don’t keep the same energy for their favorite though; that also performed in dubai. Such hypocrisy. It’s tiring atp.
560,2023-01-22 18:43:43+00:00,furgieofficial,"The amount of white gays criticising Beyonce for performing in Dubai but babes, would u have that same energy if she performed in Isr*el? 

Also the west is waging a hate filled war against the trans community? And going for the rest of us? So .... lets re-evaluate"
561,2023-01-22 18:23:40+00:00,BeyInspired4,@nemoblogs @Whorifyin @lisaletmewinpls @niggaolas It's actually incorrect. Why didn't she have the same energy for Gaga when she performed in Dubai?
562,2023-01-22 18:17:56+00:00,elysium342,"When I am tired and Cloud is, full of energy @ Dubai, United Arab Emirates https://t.co/AuL31YDUm1"
563,2023-01-22 18:04:57+00:00,mypoorknees,Unpopular opinion: I wasn’t feeling Beyoncé’s Dubai performance. Low energy. #JustSaying #BeyonceInDubai
564,2023-01-22 17:53:45+00:00,chafnxs,"Again, did y’all keep the same energy when Lady Gaga performed in Dubai. Selective Outrage!"
565,2023-01-22 17:35:24+00:00,jackgibson74,@beyoncepress @harpersbazaarus Dubai is a different country; Beyonce can't go over there and shake her butt and be naked...they don't play like that. She had to respect their culture and she covered most of her body. She gave them her music without all the dancing energy.
566,2023-01-22 17:27:13+00:00,DanyEid_,"@HelloFutureBuzz You're welcome Elizabeth!
Yesssss! $VEN and $VCO2 his soon-to-be-born little brother too! 😄

Dubai indeed! Shout-out to @krypctalk, #Hedera's sustainability partner in Dubai too! #COP28

See you there! 💪"
567,2023-01-22 17:17:45+00:00,Spirit_BrownChi,I’m ok with the Beyoncé (an individual) Dubai/Human Rights critiques as long as you had the same energy for FIFA-World Cup.
568,2023-01-22 17:01:05+00:00,ProjectBetterE1,"7.5% of the British public think you can only store #SolarEnergy if you live in the desert. Whether you live in Dubai or Dagenham, storing solar energy is a great way to help the planet &amp; turn your home into its own network, saving you money! https://t.co/QvO9XgyQpS https://t.co/0aLSlxB8KN"
569,2023-01-22 15:57:15+00:00,raedaawawdeh,"Atlantis The Royal #Dubai..
#innovation #creativity #innovativedesign #AtlantisTheRoyal 
#الابتكار #دبي https://t.co/xuulFTk48e"
570,2023-01-22 15:36:29+00:00,thebestoption85,"@Simon_Fisher @douglasgrnwd Where was this energy for Kylie at the Palm, Dubai in NYE?"
571,2023-01-22 15:31:06+00:00,theeJAISTER,This was never about gay/queer people in those countries because you would’ve kept the same energy for every celeb whose performed in Dubai. I love how racists try to hide their blatant bias and fail.
572,2023-01-22 15:21:06+00:00,ICCIA_EN,"The 8th session of #Dubai International Project Management #Forum will launch tomorrow, Jan. 23, in the #UAE, to discuss ways of promoting innovation in project management &amp; explore means of #women's empowerment, contributing to  increasing #economic #growth rates in the country. https://t.co/M42Ku1a6IT"
573,2023-01-22 15:12:28+00:00,J_Jordan98,Y’all queen of white gays Kylie Minogue was in Dubai THREE WEEKS ago. Where was the energy back then ?? https://t.co/bebmydME6x
574,2023-01-22 15:10:49+00:00,we_minds,Exploring the future at @MOTF  - Dubai's Museum of the Future is a must-see for anyone interested in innovation and technology. #Dubai #MuseumoftheFuture #FutureTech https://t.co/Pp9j4JG2QV
575,2023-01-22 15:10:15+00:00,we_minds,Exploring the future at @MOTF  - Dubai's Museum of the Future is a must-see for anyone interested in innovation and technology. #Dubai #MuseumoftheFuture #FutureTech https://t.co/WtNcSSGEKD
576,2023-01-22 15:09:24+00:00,we_minds,at @MOTF  - Dubai's Museum of the Future is a must-see for anyone interested in innovation and technology. #Dubai #MuseumoftheFuture #FutureTech https://t.co/ESNaiJSS1Y
577,2023-01-22 14:56:14+00:00,legars_92,"Hmm so, David Beckham (rightly) comes under fire from the LGBT community for his collab with Qatar (or whatever tf he did, I don’t know). But where is the same energy for Beyoncé accepting 20 million to perform in Dubai? Far less twitter posts I’m seeing!"
578,2023-01-22 14:46:33+00:00,Coalesce_Groups,"An efficient committee at an excellent meeting. Meet our OCM at International Conference on Power and Energy Engineering during November 06-07, 2023 at Dubai, UAE. 
To more: https://t.co/wWpgaE952E 
#OCM #committee #conference #power #energy #engineering #powerconference #peet https://t.co/DIQAmEEH45"
579,2023-01-22 14:31:27+00:00,ChrisDailly2,@RoryStewartUK Wowzers. Same thing as Dubai. Crazy transformation also.
580,2023-01-22 14:13:30+00:00,jamesvgingerich,This plant in Dubai is turning seawater into drinking water. (World Economic Forum) #Solar #Energy #Sustainability #Water https://t.co/nArzwl38GM
581,2023-01-22 13:56:03+00:00,ThouHolyBro,"@still_liberty @RonnyJacksonTX What happened to the rest, why wasn’t all of Texas part of the entire deal with the Saudis? 

Saudis always go “BIG” and could’ve turned Texas in a Dubai West. Imagine real energy and lightning 24/7 for every square mile of Texas.

WTF….? https://t.co/Cwcftknq7P"
582,2023-01-22 13:45:48+00:00,GinaGambarro,"Not gonna lie even though I agree it's wrong for artists to perform in places like Dubai. I don't have the time or energy to be outraged, nobody of that level of fame is ever going to live in the same world we do or share our values so what can we really do"
583,2023-01-22 13:36:14+00:00,mudassar_acca,@DXBMediaOffice This 5:30 and lights are on.. Kindly save energy for this beautiful country. Location: DIP1. https://t.co/h3qKZvQyrM
584,2023-01-22 13:25:40+00:00,BrockLeeFlorets,"If her foot is still bothering her, she’s not going to tour. You don’t fuck around with foot injuries. And she wouldn’t give us the same mild energy she gave in Dubai. Not for Renaissance. We should prepare ourselves because it may not happen. #Beyonce #BeyHive https://t.co/lsBOEccFEK"
585,2023-01-22 13:02:07+00:00,MBZpride__,"The UAE has contributed many achievements in the field of renewable energy, most notably: Shams 1, which is the largest concentrated solar power plant in the world, the waste-based energy production plant in Abu Dhabi, and the solar park in Dubai. https://t.co/oRRshtKhtE"
586,2023-01-22 12:38:49+00:00,AguitaVu,@gay_koopa @madisonbudlight They had ZERO of that energy when Gaga performed in Dubai. I'm curious as to why.
587,2023-01-22 11:12:43+00:00,we_minds,Exploring the future at @MOTF - Dubai's Museum of the Future is a must-see for anyone interested in innovation and technology. #Dubai #MuseumoftheFuture #FutureTech https://t.co/UHXDZQQMG8
588,2023-01-22 11:03:24+00:00,letstalkdubai,"DEWA maintains its #ISO certification for Innovation Management

@DEWAofficial @BureauVeritas

LetsTalkCity #Dubai #InnovationManagement
#UAE #MiddleEast 
https://t.co/qiI5yofA6n https://t.co/SLBvBD7v8d"
589,2023-01-22 11:02:53+00:00,infoblazeme,"DEWA maintains its #ISO certification for Innovation Management

@DEWAofficial @BureauVeritas

LetsTalkCity #Dubai #InnovationManagement
#UAE #MiddleEast 
https://t.co/3CXnhnfcW7 https://t.co/eL9n0RFbiZ"
590,2023-01-22 10:59:22+00:00,MoonChalice_,"White people critiquing Beyoncé for performing in Dubai don’t have the same energy when their faves perform in apartheid Israel. If you view us Arab girlies as oppressed, why do you want to deprive us of a beautiful night of escapism? And do these people look oppressed to you? https://t.co/a8wbJTqsDw"
591,2023-01-22 10:48:00+00:00,EventsMwan,"We are looking forward to welcoming Beth Gerritsen, Clinical Executive Lead,  FirstHx at the MENA Digital Health Innovation Forum, 29th January in Dubai!
https://t.co/v2KPFGCZhX https://t.co/G2T6L96sRo"
592,2023-01-22 10:36:52+00:00,AliAiyubi,Waking up at 5:00 every morning and starting the day journey by spending an hour in this beautiful backyard garden gives me positive energy.This is our vegetable patch growing veggies organically in the backyard of our Dubai house.@sustainability #greenearth #dubai #uae https://t.co/tl8fHGhghG
593,2023-01-22 09:06:11+00:00,Moneybaglives,"Dubai is more than a city. It's a lifestyle.

Better sun. Better energy. High level people everywhere.

End result?

Handsome levels get maxed out."
594,2023-01-22 08:20:07+00:00,kozytaurus,I hope i never step foot into dubai again🙏🏼 its the newest energy harvesting spot and i wanna keep mine
595,2023-01-22 08:01:31+00:00,FortiusDubai,"Personal Trainer Dubai: Meet Aleksandar P. Our Calisthenics and Body Transformation Coach

Aleksandar has been in the fitness industry for the past 3 years, working with clients in the capital of Serbia.

Check out our latest blog, to learn more - https://t.co/VK1U2uKlX3 https://t.co/CAdxCN1xN2"
596,2023-01-22 07:54:32+00:00,ThatAsianDude_,"@Steveeo08 I’ve also been travelling to Dubai specifically throughout my life, I could write a thread on the positive transformation in the attitude of their security staff.

100s of those who were queuing [and hadn’t even been selected for security checks] were miserable…
1/2"
597,2023-01-22 07:17:51+00:00,TheUnfake,"@sats45 @Voice_For_India A very myopic view for the national interest
It was always Nehru
Kashmir, China, Dubai, Demilitarization, INA war trials, Jeep scam, Mountbatten, Atomic Energy, UNSC
List is never ending"
598,2023-01-22 07:16:33+00:00,Factor_y_Beats,"Dubai-Based Talent Eirini Unveils Infectious Debut Solo Single “Shy”: Following a number of collaborations with the likes of DJ duo Cayo, Energy Deejays, Raphy J and many more, charismatic singer and songwriter Eirini has just made the first step in her… https://t.co/V7OZhvGwpV"
599,2023-01-22 07:08:30+00:00,freeenergytechs,"Free Source of Energy Technology
https://t.co/uzB53xeTVv

#freesourceofenergy #freeenergy #energy #tech #siemens #mitsubishi #rwe #europeanenergycrisis #europe #NoMoreEnergyCrisis #usa #ca #uae #dubai #news #america #eu #ge #microsoft #facebook #tesla #twitter #japan #rollsroyce https://t.co/9JTexMfmww"
600,2023-01-22 07:07:19+00:00,AlexOAkpodiete,"Attending PMI UAE 2023 first annual gathering at Museum of the Future with the theme ""Digital Transformation &amp;  Project Management.""  In Emirates Tower I came across this quote by the ruler of Dubai His Highness Sheikh Mohammed bin Rashid Al Maktoum that…https://t.co/w8vknU4eVj"
601,2023-01-22 05:58:46+00:00,ONPASSIVE,"ONPASSIVE brings you innovation powered by AI with sustainable smart solutions that will transform the digital landscape. 
Watch here: https://t.co/gNnxtiL23O

#ONPASSIVE #burjkhalifa #dubai #UAE #Future #FOI #thefutureofinternet #SheikhZayedRoad #ONPASSIVESTATION #business #tech"
602,2023-01-22 05:30:30+00:00,CoinFantasyIo,"Digital is changing our daily lives for the better. Is #Dubai at the forefront of the race?🤔

Read this article to know our CEO, @HarishkarthikG's opinion on digital transformation’s effect on the economy as seen at @Economy_ME👇

https://t.co/MkABY3zeXm"
603,2023-01-22 05:15:56+00:00,theerhonnichan,"*BLACK queer dance tribute album
Its not even for you Cauliflower Cadets  stfu
You stan Gaga, and yet this energy was nonexistent when she was in Dubai"
604,2023-01-22 05:13:28+00:00,theerhonnichan,"Where tf is this energy for Lady Gaga when she was in Dubai?
Or Elton John?"
605,2023-01-22 05:03:46+00:00,_RandomJ_,"So. That Beyoncé performance in Dubai.

Just purely going off of the videos I’ve seen so far, something seems off. She sounds good. But the energy is low. The stage presence ain’t hitting the way it usually does."
606,2023-01-22 03:54:45+00:00,flykid0,Where was this energy when ur fav LADY GAGA was performing in Dubai … what a low life MISERABLE HATER .. Stay Mad MY GIRL GOT HER 24 million
607,2023-01-22 02:57:43+00:00,CozySuperAlien,Did u have this same energy for Elton John when he performed in Dubai ?
608,2023-01-22 02:21:54+00:00,CarolineTruban,Beyoncé Dubai performance gives Leo energy
609,2023-01-22 00:49:38+00:00,BARBlEDUP,interesting that there hasn’t been any discourse about a certain artist performing in dubai when they have very similar ideals as qatar. the energy is never the same!
610,2023-01-21 23:45:30+00:00,taeisback132,Make sure you have this same energy when your favorite influencer goes there and make sure your not watching real housewives of Dubai either since your panties are in such a dirty ass knot over Beyoncé performing there🥴🥴🥴🥴🥴🥴🥴 https://t.co/LxUYLiSRhS
611,2023-01-21 23:04:41+00:00,h_rry9,So much energy to call out anyone on holiday in Dubai (rightfully so) but fine when Beyoncé performs there for a shit ton of cash? Less social justice from you please
612,2023-01-21 21:11:29+00:00,GeorgeDangaa,@Inqolobane5 @KanitoKaro @DonCorleANN You're wasting energy arguing with them. They think even the ones who fly to Dubai to eat sh8t for $1000 are happy
